ID,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,StartDate
981,31,Yes,Sales,2 miles,Bachelors,Life Sciences,High,Very High,Single,"$2,785.00",7,Best,19/1/2020
982,35,Yes,Sales,18 miles,Masters,Marketing,Very High,High,Married,"$4,614.00",0,Good,13/12/2017
983,38,No,Research & Development,7 miles,Bachelors,Life Sciences,Very High,High,Divorced,"$2,610.00",1,Better,17/2/2017
984,34,No,Research & Development,2 miles,Masters,Technical Degree,High,Very High,Single,"$6,687.00",1,Best,8/3/2007
985,28,No,Sales,26 miles,Bachelors,Life Sciences,High,Low,Married,"$4,724.00",1,Better,1/5/2016
986,31,Yes,Research & Development,22 miles,Masters,Medical,Very High,High,Married,"$6,179.00",1,Good,24/1/2011
987,39,No,Sales,21 miles,Masters,Life Sciences,Low,Very High,Married,"$6,120.00",3,Best,1/1/2016
988,51,No,Sales,2 miles,Bachelors,Marketing,Medium,Medium,Married,"$10,596.00",2,Better,24/10/2017
989,41,No,Research & Development,22 miles,Bachelors,Life Sciences,Very High,Very High,Divorced,"$5,467.00",3,Good,11/2/2015
990,37,No,Research & Development,4 miles,Below College,Life Sciences,High,High,Married,"$2,996.00",7,Better,13/3/2015
991,33,No,Sales,5 miles,Below College,Life Sciences,Medium,Very High,Married,"$9,998.00",6,Best,13/10/2016
992,32,No,Sales,2 miles,Below College,Marketing,High,Medium,Married,"$4,078.00",0,Good,27/6/2018
993,39,No,Research & Development,25 miles,College,Life Sciences,High,High,Married,"$10,920.00",3,Better,9/5/2015
994,25,No,Sales,18 miles,Below College,Life Sciences,Low,High,Married,"$6,232.00",2,Good,15/1/2018
995,52,No,Research & Development,28 miles,College,Medical,Very High,High,Married,"$13,247.00",2,Good,1/9/2016
996,43,No,Research & Development,6 miles,Bachelors,Medical,Low,High,Single,"$4,081.00",1,Bad,3/7/2001
997,27,No,Sales,10 miles,Bachelors,Marketing,Very High,Very High,Married,"$5,769.00",1,Better,13/3/2015
998,27,Yes,Research & Development,17 miles,Masters,Life Sciences,Very High,High,Single,"$2,394.00",1,Better,28/9/2013
999,26,No,Research & Development,2 miles,Below College,Medical,Low,Very High,Single,"$3,904.00",0,Better,24/4/2017
1000,42,No,Human Resources,10 miles,Bachelors,Human Resources,High,Low,Married,"$16,799.00",0,Better,22/11/2001
1001,52,No,Research & Development,8 miles,Masters,Other,High,Low,Married,"$2,950.00",9,Bad,26/6/2016
1002,37,No,Research & Development,11 miles,Bachelors,Medical,Low,High,Single,"$3,629.00",4,Better,6/3/2018
1003,35,No,Research & Development,18 miles,College,Life Sciences,High,Very High,Single,"$9,362.00",2,Better,15/6/2019
1004,25,No,Research & Development,1 miles,Bachelors,Technical Degree,Low,Very High,Married,"$3,229.00",4,Good,15/7/2018
1005,26,No,Research & Development,7 miles,Bachelors,Other,High,Low,Single,"$3,578.00",0,Better,25/8/2014
1006,29,No,Human Resources,17 miles,Bachelors,Other,Medium,Low,Single,"$7,988.00",1,Good,12/4/2011
1007,49,Yes,Research & Development,28 miles,College,Life Sciences,Low,Low,Single,"$4,284.00",3,Better,10/11/2017
1008,29,Yes,Research & Development,14 miles,Below College,Other,High,Very High,Single,"$7,553.00",0,Better,12/6/2013
1009,54,No,Research & Development,1 miles,Bachelors,Medical,Very High,Very High,Single,"$17,328.00",6,Good,26/5/2001
1010,58,No,Research & Development,1 miles,Bachelors,Medical,Very High,Low,Married,"$19,701.00",3,Better,19/8/2012
1011,55,No,Research & Development,1 miles,Masters,Medical,Medium,Very High,Divorced,"$14,732.00",2,Best,28/12/2014
1012,36,No,Sales,3 miles,Masters,Marketing,Low,Medium,Single,"$9,278.00",3,Better,23/1/2016
1013,31,Yes,Sales,1 miles,Masters,Life Sciences,Medium,High,Single,"$1,359.00",1,Better,9/7/2020
1014,30,No,Sales,7 miles,Masters,Marketing,Very High,Low,Divorced,"$4,779.00",7,Better,1/10/2018
1015,31,No,Research & Development,8 miles,PhD,Life Sciences,Low,Medium,Single,"$16,422.00",3,Best,4/5/2018
1016,34,No,Research & Development,1 miles,Masters,Other,Very High,Low,Divorced,"$2,996.00",5,Better,26/3/2017
1017,31,Yes,Research & Development,8 miles,Bachelors,Life Sciences,Low,Medium,Single,"$1,261.00",1,Best,4/7/2020
1018,27,No,Research & Development,11 miles,Below College,Life Sciences,Medium,Low,Married,"$2,099.00",0,Best,21/2/2016
1019,36,No,Research & Development,4 miles,Masters,Life Sciences,Low,Very High,Single,"$5,810.00",1,Good,24/5/2011
1020,36,No,Sales,16 miles,Masters,Marketing,High,Low,Married,"$5,647.00",4,Good,1/2/2018
1021,47,No,Research & Development,1 miles,Bachelors,Technical Degree,Low,Very High,Married,"$3,420.00",7,Good,7/10/2015
1022,25,Yes,Sales,9 miles,College,Life Sciences,Low,Low,Married,"$4,400.00",3,Better,25/1/2018
1023,37,No,Research & Development,5 miles,College,Technical Degree,High,High,Single,"$3,500.00",0,Bad,14/4/2015
1024,56,No,Research & Development,1 miles,College,Life Sciences,Low,Low,Married,"$2,066.00",2,Best,26/3/2018
1025,47,No,Research & Development,2 miles,Masters,Medical,Low,High,Married,"$17,169.00",3,Best,18/12/2001
1026,24,No,Sales,4 miles,Below College,Medical,Very High,High,Married,"$4,162.00",1,Better,22/4/2016
1027,32,No,Sales,7 miles,PhD,Marketing,Very High,Very High,Married,"$9,204.00",4,Good,25/12/2017
1028,34,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Medium,Married,"$3,294.00",5,Good,1/1/2016
1029,41,No,Research & Development,5 miles,PhD,Medical,Medium,High,Married,"$2,127.00",2,Good,1/5/2017
1030,40,No,Research & Development,9 miles,Masters,Other,High,High,Divorced,"$3,975.00",3,Best,14/10/2013
1031,31,No,Sales,8 miles,College,Life Sciences,Low,Very High,Divorced,"$10,793.00",1,Better,2/11/2008
1032,46,Yes,Sales,9 miles,Bachelors,Marketing,Low,Very High,Divorced,"$10,096.00",4,Best,25/4/2014
1033,39,Yes,Research & Development,2 miles,Bachelors,Life Sciences,Low,Low,Single,"$3,646.00",2,Best,26/3/2020
1034,31,Yes,Research & Development,1 miles,PhD,Life Sciences,High,Medium,Single,"$7,446.00",1,Better,9/11/2011
1035,45,No,Research & Development,20 miles,Bachelors,Medical,Medium,Low,Divorced,"$10,851.00",2,Better,2/12/2014
1036,31,No,Human Resources,8 miles,College,Medical,Very High,Medium,Single,"$2,109.00",9,Better,1/11/2018
1037,31,Yes,Research & Development,2 miles,Bachelors,Life Sciences,Medium,Very High,Married,"$3,722.00",6,Bad,1/8/2019
1038,45,No,Research & Development,29 miles,Bachelors,Technical Degree,Medium,Very High,Married,"$9,380.00",4,Best,10/3/2018
1039,48,No,Sales,7 miles,Bachelors,Marketing,High,Low,Divorced,"$5,486.00",4,Better,16/10/2019
1040,34,Yes,Human Resources,9 miles,Masters,Technical Degree,Low,High,Married,"$2,742.00",1,Better,3/7/2019
1041,40,No,Research & Development,8 miles,Below College,Medical,Very High,Medium,Divorced,"$13,757.00",2,Better,4/10/2012
1042,28,No,Sales,5 miles,Bachelors,Medical,Very High,Low,Single,"$8,463.00",0,Better,27/3/2016
1043,44,No,Research & Development,5 miles,Bachelors,Life Sciences,High,High,Single,"$3,162.00",3,Better,9/5/2016
1044,53,No,Research & Development,2 miles,Bachelors,Medical,Very High,Medium,Single,"$16,598.00",4,Good,1/11/2012
1045,49,No,Research & Development,5 miles,Masters,Technical Degree,Low,High,Married,"$6,651.00",2,Good,7/2/2018
1046,40,No,Research & Development,2 miles,Bachelors,Medical,High,High,Divorced,"$2,345.00",2,Best,1/5/2018
1047,44,No,Research & Development,20 miles,Bachelors,Life Sciences,Very High,Medium,Single,"$3,420.00",1,Good,5/6/2016
1048,33,No,Sales,7 miles,Bachelors,Medical,Very High,Low,Married,"$4,373.00",0,Better,16/6/2017
1049,34,No,Sales,3 miles,Bachelors,Other,Very High,Low,Single,"$4,759.00",3,Better,4/11/2008
1050,30,No,Sales,16 miles,Below College,Life Sciences,Very High,High,Married,"$5,301.00",8,Good,11/10/2019
1051,42,No,Research & Development,9 miles,College,Medical,Low,Very High,Single,"$3,673.00",1,Better,18/3/2009
1052,44,No,Sales,1 miles,PhD,Marketing,Low,High,Married,"$4,768.00",7,Good,2/12/2020
1053,30,No,Research & Development,7 miles,Bachelors,Technical Degree,High,High,Divorced,"$1,274.00",1,Good,21/3/2020
1054,57,No,Research & Development,1 miles,College,Life Sciences,Medium,High,Married,"$4,900.00",0,Good,25/6/2009
1055,49,No,Research & Development,7 miles,Masters,Life Sciences,High,Medium,Divorced,"$10,466.00",3,Better,24/6/2013
1056,34,No,Research & Development,15 miles,Bachelors,Medical,Medium,Low,Divorced,"$17,007.00",7,Good,17/8/2007
1057,28,Yes,Sales,1 miles,Bachelors,Technical Degree,Low,High,Married,"$2,909.00",3,Best,25/6/2018
1058,29,Yes,Sales,13 miles,Bachelors,Technical Degree,Low,Medium,Single,"$5,765.00",5,Bad,8/5/2016
1059,34,Yes,Sales,24 miles,Masters,Medical,Low,Medium,Single,"$4,599.00",0,Best,7/7/2006
1060,35,No,Sales,7 miles,Below College,Life Sciences,Very High,High,Married,"$2,404.00",1,Better,13/11/2020
1061,24,Yes,Research & Development,9 miles,Bachelors,Medical,Medium,Low,Single,"$3,172.00",2,Good,16/1/2021
1062,24,No,Sales,13 miles,College,Life Sciences,Very High,Medium,Married,"$2,033.00",1,Better,2/3/2020
1063,44,No,Research & Development,2 miles,Below College,Medical,Medium,High,Single,"$10,209.00",5,Good,16/3/2019
1064,29,No,Sales,19 miles,Bachelors,Life Sciences,High,High,Divorced,"$8,620.00",1,Better,27/6/2011
1065,30,No,Human Resources,1 miles,Bachelors,Life Sciences,High,High,Divorced,"$2,064.00",0,Best,5/5/2016
1066,55,No,Research & Development,4 miles,Masters,Life Sciences,Very High,High,Married,"$4,035.00",0,Better,8/11/2018
1067,33,No,Research & Development,4 miles,Masters,Medical,Low,Medium,Married,"$3,838.00",8,Better,13/5/2016
1068,47,No,Sales,14 miles,Bachelors,Medical,High,High,Married,"$4,591.00",3,Good,18/4/2016
1069,28,Yes,Research & Development,2 miles,College,Medical,High,Low,Single,"$2,561.00",7,Good,25/3/2021
1070,28,No,Research & Development,1 miles,Bachelors,Life Sciences,Low,High,Divorced,"$1,563.00",1,Bad,27/7/2020
1071,28,No,Sales,7 miles,Bachelors,Life Sciences,High,Low,Single,"$4,898.00",0,Better,26/10/2017
1072,49,No,Research & Development,3 miles,College,Medical,High,Low,Married,"$4,789.00",4,Better,18/6/2018
1073,29,No,Research & Development,2 miles,Below College,Life Sciences,Very High,Medium,Married,"$3,180.00",0,Better,18/8/2018
1074,28,No,Research & Development,29 miles,Below College,Life Sciences,High,Medium,Married,"$6,549.00",1,Good,28/2/2013
1075,33,No,Research & Development,8 miles,PhD,Life Sciences,Very High,High,Single,"$6,388.00",2,Better,12/3/2021
1076,32,No,Research & Development,10 miles,Bachelors,Medical,High,Very High,Single,"$11,244.00",2,Best,4/6/2016
1077,54,No,Research & Development,11 miles,Masters,Medical,Medium,Very High,Divorced,"$16,032.00",3,Better,17/5/2007
1078,29,Yes,Research & Development,1 miles,Masters,Technical Degree,Low,Low,Single,"$2,362.00",6,Bad,2/10/2012
1079,44,No,Research & Development,28 miles,Bachelors,Life Sciences,Very High,Low,Married,"$16,328.00",3,Best,19/1/2001
1080,39,No,Research & Development,6 miles,Bachelors,Life Sciences,Medium,Medium,Single,"$8,376.00",4,Better,20/3/2019
1081,46,No,Sales,3 miles,Bachelors,Life Sciences,High,Medium,Married,"$16,606.00",8,Best,21/6/2008
1082,35,No,Research & Development,16 miles,Bachelors,Life Sciences,Very High,Medium,Single,"$8,606.00",1,Bad,25/5/2010
1083,23,No,Research & Development,20 miles,Below College,Life Sciences,Low,High,Single,"$2,272.00",0,Better,7/9/2017
1084,40,Yes,Research & Development,9 miles,Masters,Life Sciences,Very High,Low,Single,"$2,018.00",3,Bad,19/10/2016
1085,34,No,Sales,1 miles,Bachelors,Technical Degree,Very High,High,Married,"$7,083.00",1,Better,18/11/2011
1086,31,Yes,Research & Development,3 miles,Bachelors,Life Sciences,Very High,High,Single,"$4,084.00",1,Bad,21/8/2014
1087,50,No,Research & Development,22 miles,PhD,Medical,High,Very High,Single,"$14,411.00",1,Better,4/11/1989
1088,34,No,Sales,7 miles,College,Technical Degree,Medium,High,Married,"$2,308.00",0,Better,9/10/2010
1089,42,No,Research & Development,2 miles,Bachelors,Medical,High,Medium,Married,"$4,841.00",4,Better,6/7/2020
1090,37,No,Research & Development,13 miles,Bachelors,Medical,Low,Very High,Married,"$4,285.00",1,Better,25/8/2011
1091,29,No,Research & Development,8 miles,Below College,Other,High,Low,Married,"$9,715.00",3,Better,27/3/2014
1092,33,No,Research & Development,25 miles,Bachelors,Life Sciences,Very High,Medium,Single,"$4,320.00",1,Better,7/1/2016
1093,45,No,Research & Development,28 miles,Bachelors,Technical Degree,Very High,Very High,Married,"$2,132.00",4,Better,18/1/2016
1094,42,No,Research & Development,2 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$10,124.00",2,Bad,28/9/2001
1095,40,No,Sales,9 miles,College,Medical,Low,Low,Married,"$5,473.00",0,Best,11/5/2013
1096,33,No,Research & Development,28 miles,Masters,Life Sciences,Medium,High,Married,"$5,207.00",1,Better,24/12/2006
1097,40,No,Human Resources,6 miles,College,Medical,High,Very High,Single,"$16,437.00",1,Better,7/11/2000
1098,24,No,Research & Development,21 miles,College,Technical Degree,High,Low,Divorced,"$2,296.00",0,Better,22/5/2020
1099,40,No,Research & Development,8 miles,College,Life Sciences,Very High,Very High,Divorced,"$4,069.00",3,Better,7/7/2019
1100,45,No,Research & Development,1 miles,Masters,Technical Degree,Low,Medium,Divorced,"$7,441.00",1,Better,19/11/2011
1101,35,No,Sales,28 miles,Masters,Life Sciences,Medium,High,Married,"$2,430.00",0,Better,1/12/2016
1102,32,No,Research & Development,5 miles,College,Life Sciences,Very High,Medium,Married,"$5,878.00",3,Better,19/3/2014
1103,36,No,Sales,2 miles,Masters,Life Sciences,High,Very High,Single,"$2,644.00",3,Good,10/2/2018
1104,48,No,Sales,16 miles,Masters,Life Sciences,High,High,Divorced,"$6,439.00",8,Better,23/8/2013
1105,29,No,Research & Development,9 miles,Bachelors,Life Sciences,High,High,Married,"$2,451.00",6,Good,20/7/2020
1106,33,No,Sales,8 miles,Masters,Life Sciences,Low,Low,Married,"$6,392.00",2,Bad,3/6/2019
1107,30,Yes,Sales,1 miles,Bachelors,Life Sciences,Medium,Low,Married,"$9,714.00",1,Better,25/2/2011
1108,38,No,Human Resources,10 miles,Masters,Human Resources,High,High,Married,"$6,077.00",3,Better,13/5/2015
1109,35,No,Research & Development,1 miles,Bachelors,Medical,Very High,Low,Single,"$2,450.00",1,Better,19/2/2018
1110,30,No,Sales,29 miles,Masters,Technical Degree,High,Medium,Married,"$9,250.00",3,Better,9/12/2017
1111,35,Yes,Research & Development,2 miles,Bachelors,Life Sciences,Low,Low,Divorced,"$2,074.00",1,Better,5/10/2020
1112,53,Yes,Research & Development,2 miles,PhD,Technical Degree,High,Very High,Married,"$10,169.00",0,Better,26/8/1988
1113,38,Yes,Research & Development,2 miles,Bachelors,Medical,High,Medium,Married,"$4,855.00",4,Better,27/9/2016
1114,32,No,Research & Development,1 miles,Masters,Technical Degree,Very High,Low,Married,"$4,087.00",4,Good,19/9/2015
1115,48,No,Research & Development,15 miles,Masters,Other,High,Low,Married,"$2,367.00",8,Good,8/2/2013
1116,34,No,Research & Development,7 miles,Masters,Medical,Low,Very High,Single,"$2,972.00",1,Bad,16/8/2020
1117,55,No,Sales,26 miles,PhD,Marketing,High,Very High,Married,"$19,586.00",1,Better,23/2/1985
1118,34,No,Research & Development,1 miles,Masters,Life Sciences,Medium,Very High,Married,"$5,484.00",9,Good,1/2/2019
1119,26,No,Research & Development,3 miles,Bachelors,Life Sciences,Low,Very High,Married,"$2,061.00",1,Better,22/12/2020
1120,38,No,Sales,14 miles,Bachelors,Life Sciences,High,Medium,Married,"$9,924.00",0,Better,9/2/2012
1121,38,No,Sales,16 miles,Bachelors,Life Sciences,Medium,Medium,Single,"$4,198.00",2,Best,6/8/2018
1122,36,No,Sales,1 miles,Masters,Life Sciences,Medium,High,Single,"$6,815.00",6,Better,4/5/2020
1123,29,No,Research & Development,3 miles,Below College,Medical,Medium,Low,Single,"$4,723.00",1,Better,3/12/2011
1124,35,No,Research & Development,10 miles,Masters,Medical,Low,High,Single,"$6,142.00",3,Better,18/5/2016
1125,39,No,Sales,6 miles,Bachelors,Medical,Very High,High,Married,"$8,237.00",2,Better,20/7/2014
1126,29,No,Research & Development,2 miles,Below College,Life Sciences,Low,Very High,Divorced,"$8,853.00",1,Best,18/11/2015
1127,50,No,Sales,9 miles,Bachelors,Marketing,High,High,Married,"$19,331.00",4,Better,6/11/2020
1128,23,No,Research & Development,10 miles,Bachelors,Technical Degree,Very High,High,Married,"$2,073.00",2,Better,20/12/2019
1129,36,No,Research & Development,6 miles,Masters,Life Sciences,Low,Low,Married,"$5,562.00",3,Better,21/4/2018
1130,42,No,Research & Development,9 miles,College,Other,Very High,Very High,Single,"$19,613.00",8,Better,3/8/2020
1131,35,No,Research & Development,28 miles,Bachelors,Life Sciences,Medium,High,Married,"$3,407.00",1,Good,3/8/2011
1132,34,No,Research & Development,10 miles,Masters,Technical Degree,Very High,High,Married,"$5,063.00",1,Good,7/7/2013
1133,40,No,Sales,14 miles,College,Life Sciences,Very High,Low,Married,"$4,639.00",1,Better,25/2/2016
1134,43,No,Research & Development,27 miles,Bachelors,Technical Degree,Very High,Medium,Divorced,"$4,876.00",5,Better,2/6/2015
1135,35,No,Research & Development,7 miles,College,Life Sciences,High,Very High,Married,"$2,690.00",1,Good,22/2/2020
1136,46,No,Sales,1 miles,Masters,Life Sciences,Very High,Low,Single,"$17,567.00",1,Bad,28/1/1995
1137,28,Yes,Research & Development,24 miles,Bachelors,Medical,High,Medium,Married,"$2,408.00",1,Better,17/7/2020
1138,22,No,Research & Development,26 miles,College,Other,Medium,High,Married,"$2,814.00",1,Good,1/7/2017
1139,50,No,Research & Development,20 miles,PhD,Medical,Medium,High,Married,"$11,245.00",2,Better,20/5/1991
1140,32,No,Research & Development,5 miles,Masters,Other,Medium,Very High,Married,"$3,312.00",3,Better,6/1/2018
1141,44,No,Research & Development,7 miles,Bachelors,Medical,Medium,Very High,Divorced,"$19,049.00",0,Good,7/6/1999
1142,30,No,Research & Development,7 miles,Bachelors,Medical,Medium,Medium,Married,"$2,141.00",1,Good,16/6/2015
1143,45,No,Research & Development,5 miles,PhD,Medical,High,Low,Single,"$5,769.00",1,Better,13/4/2011
1144,45,No,Sales,26 miles,Bachelors,Marketing,Low,Low,Married,"$4,385.00",1,Better,15/3/2011
1145,31,No,Sales,2 miles,Masters,Other,Very High,Low,Single,"$5,332.00",7,Better,10/12/2016
1146,36,No,Research & Development,12 miles,Masters,Life Sciences,High,High,Married,"$4,663.00",9,Better,5/12/2018
1147,34,No,Research & Development,10 miles,Masters,Life Sciences,High,Very High,Divorced,"$4,724.00",1,Better,27/8/2012
1148,49,No,Research & Development,25 miles,Masters,Life Sciences,High,Low,Married,"$3,211.00",1,Good,9/5/2012
1149,39,No,Research & Development,10 miles,PhD,Medical,Medium,Low,Married,"$5,377.00",2,Better,13/12/2014
1150,27,No,Research & Development,19 miles,Bachelors,Other,Very High,Low,Divorced,"$4,066.00",1,Better,25/2/2014
1151,35,No,Research & Development,18 miles,PhD,Life Sciences,Medium,Low,Married,"$5,208.00",1,Better,20/4/2005
1152,28,No,Research & Development,27 miles,Bachelors,Medical,Medium,Low,Divorced,"$4,877.00",0,Good,19/1/2016
1153,21,No,Research & Development,5 miles,Below College,Medical,High,Very High,Single,"$3,117.00",1,Better,6/12/2019
1154,18,Yes,Sales,3 miles,College,Medical,Medium,Very High,Single,"$1,569.00",1,Best,28/2/2021
1155,47,No,Human Resources,26 miles,Masters,Life Sciences,Very High,High,Married,"$19,658.00",3,Better,6/7/2016
1156,39,No,Research & Development,3 miles,College,Medical,High,High,Divorced,"$3,069.00",0,Better,6/12/2011
1157,40,No,Research & Development,15 miles,Bachelors,Life Sciences,Low,High,Married,"$10,435.00",1,Better,2/5/2003
1158,35,No,Research & Development,8 miles,Masters,Life Sciences,High,High,Married,"$4,148.00",1,Better,20/1/2007
1159,37,No,Research & Development,19 miles,Bachelors,Life Sciences,High,High,Married,"$5,768.00",3,Good,4/10/2017
1160,39,No,Research & Development,4 miles,Bachelors,Medical,Low,High,Single,"$5,042.00",0,Bad,17/10/2012
1161,45,No,Research & Development,2 miles,College,Other,Very High,Very High,Divorced,"$5,770.00",1,Better,20/2/2011
1162,38,No,Research & Development,2 miles,College,Medical,Very High,High,Married,"$7,756.00",3,Best,11/9/2016
1163,35,Yes,Sales,10 miles,Bachelors,Medical,Very High,Low,Married,"$10,306.00",9,Better,3/6/2008
1164,37,No,Research & Development,10 miles,Bachelors,Medical,Medium,Medium,Married,"$3,936.00",1,Bad,7/7/2013
1165,40,No,Research & Development,16 miles,Bachelors,Life Sciences,High,Very High,Single,"$7,945.00",6,Good,17/11/2017
1166,44,No,Human Resources,1 miles,PhD,Human Resources,Low,Very High,Married,"$5,743.00",4,Better,10/7/2011
1167,48,No,Research & Development,4 miles,PhD,Medical,High,Very High,Married,"$15,202.00",2,Better,23/2/2019
1168,35,Yes,Sales,15 miles,College,Medical,Low,Very High,Divorced,"$5,440.00",6,Good,7/3/2019
1169,24,No,Research & Development,2 miles,Below College,Technical Degree,Low,Very High,Single,"$3,760.00",1,Better,11/1/2015
1170,27,No,Research & Development,8 miles,Bachelors,Medical,Medium,High,Married,"$3,517.00",7,Better,17/12/2018
1171,27,No,Research & Development,2 miles,Bachelors,Medical,Very High,Very High,Single,"$2,580.00",2,Good,26/6/2017
1172,40,Yes,Research & Development,7 miles,Bachelors,Life Sciences,Low,Low,Single,"$2,166.00",3,Bad,3/5/2017
1173,29,No,Sales,10 miles,Bachelors,Medical,High,High,Single,"$5,869.00",9,Better,13/4/2016
1174,36,No,Research & Development,5 miles,Masters,Life Sciences,Medium,Low,Married,"$8,008.00",4,Better,18/3/2018
1175,25,No,Research & Development,2 miles,Below College,Life Sciences,Very High,High,Divorced,"$5,206.00",1,Better,22/1/2014
1176,39,No,Research & Development,12 miles,Bachelors,Medical,Very High,Medium,Married,"$5,295.00",4,Better,10/12/2016
1177,49,No,Research & Development,22 miles,Masters,Other,Low,Medium,Married,"$16,413.00",3,Better,24/4/2017
1178,50,No,Research & Development,17 miles,PhD,Life Sciences,Very High,Low,Divorced,"$13,269.00",5,Better,1/4/2007
1179,20,No,Sales,2 miles,Bachelors,Medical,High,High,Single,"$2,783.00",1,Better,7/1/2019
1180,34,No,Research & Development,3 miles,Bachelors,Life Sciences,Very High,Medium,Divorced,"$5,433.00",1,Better,12/8/2010
1181,36,No,Research & Development,7 miles,Bachelors,Life Sciences,Low,Medium,Single,"$2,013.00",2,Better,17/2/2017
1182,49,No,Research & Development,6 miles,Below College,Life Sciences,High,High,Married,"$13,966.00",2,Better,22/7/2006
1183,36,No,Research & Development,1 miles,Masters,Medical,Very High,High,Married,"$4,374.00",0,Better,27/3/2018
1184,36,No,Research & Development,3 miles,College,Life Sciences,Very High,Low,Divorced,"$6,842.00",6,Better,18/12/2016
1185,54,No,Research & Development,22 miles,PhD,Medical,Medium,High,Married,"$17,426.00",3,Better,18/7/2011
1186,43,No,Research & Development,15 miles,College,Life Sciences,High,High,Married,"$17,603.00",1,Better,27/12/2007
1187,35,Yes,Sales,12 miles,Masters,Other,Very High,Very High,Single,"$4,581.00",3,Best,4/1/2010
1188,38,No,Research & Development,1 miles,Bachelors,Life Sciences,Very High,Very High,Married,"$4,735.00",7,Best,11/1/2008
1189,29,No,Sales,5 miles,Bachelors,Medical,Low,Medium,Divorced,"$4,187.00",1,Good,5/2/2011
1190,33,No,Sales,2 miles,Masters,Medical,Very High,Very High,Divorced,"$5,505.00",1,Better,6/3/2015
1191,32,No,Research & Development,2 miles,Bachelors,Medical,Very High,Medium,Divorced,"$5,470.00",0,Good,15/5/2012
1192,31,No,Sales,5 miles,Masters,Life Sciences,Low,Very High,Married,"$5,476.00",1,Better,23/12/2011
1193,49,No,Research & Development,16 miles,Bachelors,Medical,Very High,Low,Divorced,"$2,587.00",4,Good,23/10/2019
1194,38,No,Research & Development,2 miles,Bachelors,Medical,Very High,Medium,Single,"$2,440.00",1,Better,17/2/2017
1195,47,No,Sales,2 miles,Masters,Life Sciences,Medium,Medium,Divorced,"$15,972.00",6,Better,28/2/2018
1196,49,No,Research & Development,1 miles,Bachelors,Life Sciences,High,High,Single,"$15,379.00",4,Better,19/8/2013
1197,41,No,Sales,23 miles,College,Life Sciences,Very High,High,Single,"$7,082.00",3,Better,19/10/2019
1198,20,No,Sales,9 miles,Below College,Life Sciences,Very High,Low,Single,"$2,728.00",1,Better,14/5/2019
1199,33,No,Sales,16 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$5,368.00",1,Better,28/1/2015
1200,36,No,Research & Development,26 miles,Masters,Life Sciences,Low,High,Married,"$5,347.00",6,Good,24/4/2018
1201,44,No,Human Resources,1 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$3,195.00",4,Better,18/6/2019
1202,23,Yes,Research & Development,8 miles,Below College,Medical,Very High,High,Single,"$3,989.00",1,Better,21/10/2016
1203,38,No,Research & Development,4 miles,College,Medical,Very High,High,Married,"$3,306.00",7,Good,13/11/2021
1204,53,No,Research & Development,24 miles,Masters,Medical,Medium,Very High,Married,"$7,005.00",3,Better,16/7/2017
1205,48,Yes,Sales,7 miles,College,Medical,Very High,High,Married,"$2,655.00",2,Better,4/7/2012
1206,32,Yes,Research & Development,2 miles,Masters,Life Sciences,Very High,Medium,Single,"$1,393.00",1,Better,1/11/2020
1207,26,No,Research & Development,7 miles,Bachelors,Medical,Very High,Very High,Single,"$2,570.00",1,Better,10/8/2014
1208,55,No,Research & Development,22 miles,Bachelors,Technical Degree,Low,Medium,Divorced,"$3,537.00",5,Better,5/11/2017
1209,34,No,Research & Development,5 miles,College,Medical,Medium,Very High,Married,"$3,986.00",1,Best,16/5/2006
1210,60,No,Research & Development,1 miles,Masters,Medical,High,Very High,Divorced,"$10,883.00",3,Best,11/4/2020
1211,33,No,Research & Development,21 miles,Bachelors,Medical,Medium,Medium,Married,"$2,028.00",1,Better,7/10/2007
1212,37,No,Sales,1 miles,Masters,Medical,High,Very High,Divorced,"$9,525.00",1,Good,18/7/2015
1213,34,No,Research & Development,19 miles,Bachelors,Life Sciences,Medium,Very High,Married,"$2,929.00",1,Better,19/8/2011
1214,23,Yes,Sales,7 miles,Bachelors,Life Sciences,High,Very High,Divorced,"$2,275.00",1,Better,18/5/2018
1215,44,No,Research & Development,2 miles,Bachelors,Life Sciences,High,Very High,Married,"$7,879.00",1,Better,12/2/2013
1216,35,No,Research & Development,2 miles,Masters,Medical,Low,Very High,Single,"$4,930.00",0,Best,22/9/2016
1217,43,No,Sales,2 miles,Bachelors,Medical,Very High,Very High,Married,"$7,847.00",1,Better,24/10/2011
1218,24,No,Research & Development,9 miles,Bachelors,Medical,High,High,Married,"$4,401.00",1,Better,9/2/2016
1219,41,No,Sales,6 miles,Bachelors,Marketing,Very High,High,Single,"$9,241.00",1,Better,15/11/2011
1220,29,No,Research & Development,9 miles,Masters,Medical,Very High,High,Married,"$2,974.00",9,Better,23/12/2016
1221,36,No,Sales,2 miles,Masters,Life Sciences,High,Very High,Single,"$4,502.00",3,Good,16/1/2008
